Method	Compound	m/z	RT (min)	HMDB ID (*representativeID)	Metabolite	S01	S02	S03	S04	S05	S06	S07	S08	S09	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S20	QCP02	S21	S22	S23	S24	TA	TB	TC	T1	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12	T13	QCP03	T14	T15	T16	T17	T18	T19	T20	T21	QCP04
C18-neg	cmp.QI7003	583.1804	6.19			118166	8311	9580		9146	573	14508	32545	101233	109	87	180		26448	465		712		872		15581	1808	194	12603	21527	86894	31587	32888	23893	15367	2094	3901	4538	14329	17505	10610	6352	19204	23453	14465	21805	34035	31958	24160	7077	30675	18397	20787	11083	26825	16243
C18-neg	cmp.QI7004	583.1936	11.40			27438	18981	25243	21601	21086	20334	24985	16228	20685	26826	31284	22073	23942	12261	27679		14206	35940	19864	7531	28733	26009	36690	28715	31993	29690	31703	31538	29121	28418	13922	21729	19820	16734	23017	18690	23847	21467	34506	31973	25983	27341	25839	20196	28522	22784	29319	19142	23754	30126	30268
C18-neg	cmp.QI7005	583.2140	7.71					2229836				238094					3191		169	177	217					67067						1410			119	882	271591	15653		1302	9174	13821	3888	68064	783					18769	180				299	71167
C18-neg	cmp.QI7006	583.2537	9.37				1357		18973	12261			18344	1978	39875	14572	29019	9392		31344	5622	45447	186	95387	57370	13413	33847	264	808	11796		3964	3885	5499	1289	29439	16235	32219	22346	8686	6740	14391	7200	13749	498	9924			31196	18277	248	7821	159	6658		7573
C18-neg	cmp.QI7007	583.2541	15.34			913	52180		661735	28761	13722	28259	2823	34005	167552	646979	68985	516431	334684	1683769	94545	182479	141151	381932	1335246	385003	1677959	176781	67355	142688	694	168424	85618	17371	12080	92123	76458	139136	130391	189634	26674	81145	48461	332192	10476	4634		22887	12920	7745	3919	15841	10462	20978	1043	319257
C18-neg	cmp.QI7008	583.2541	9.63			5708	70831	6630	294027	322319	21954	36300	474391	3261	1236506	1194621	954379	868793	284278	930269	195187	1470661	10667	1662895	1738845	472488	1186283	59195	229561	328060	3988	249332	188286	192962	108363	631420	365892	600876	446053	209827	242147	397493	202343	477871	77014	243876	3397	60228	589204	353901	57990	239913	32914	210190	6249	486155
C18-neg	cmp.QI7009	583.2543	10.00			11296	4197	2527	25530	24732	15358	7381	15271	16954	26341	46309	37533	31823	54372	75338	10169	50561	4425	73429	50455	26500	49554	9061	13303	42140	11945	24271	37186	25237	11466	24114	22228	28721	31949	29408	10500	19765	15433	25748	15827	20028	12939	15086	34752	20054	10544	15775	13204	20580	9368	28291
C18-neg	cmp.QI7010	583.2899	9.72			9176	4812	38763	4885	4743	44491	39893	3374	4930	78959	24472	8394	24822	21826	11296	37788	68360	3339	139127	75446	30289	24381	13982	10833	20548	10115	13916	19861	9185	7811	7998	9374	7437	19553	22312	16749	12082	10932	28558	15491	13827	32007	15510	24720	28252	18280	19396	15582	33379	18929	29859
C18-neg	cmp.QI7011	583.2924	7.03			12085	7621	22474	1287	17146	330291	189473	67333	6110	13112	68867	56659	17962	6782	45705	599	27783	9626	15804	14817	37620	34339	35386	22405	24361	6010	7454	8722	6227	44408	13220	9195	10344	57553	107802	43211	44061	32635	47733	19281	23782	23024	70282	62924	58735	86012	30938	16322	84830	11073	44959
C18-neg	cmp.QI7012	583.2926	6.24			14536	1135	20230	734	30552	431230	164520	106713	18148	24942	100165	35693	19236	6810	64142	1481	70113	14657	21612	15888	70922	63808	40067	12007	28324	25634	32261	29200	18782	98284	27778	10725	15044	121141	195564	65555	85759	63101	74052	23028	42904	57113	154643	117742	115372	153297	43234	23018	237056	35456	72614
C18-neg	cmp.QI7013	583.2928	6.31			5581		1679	12	4308	36667	7278	10521	626	1807	5640	3529	2272	125	8475		3097	259	6911	2852	5205	4636	5579	229	1420	2329	3556	3886	3743	4816	5510	2728	4195	8074	11320	5191	4910	4424	7174	3440	5011	9974	10805	9641	8085	8703	2564	1766	31547	1336	6471
C18-neg	cmp.QI7014	583.3189	13.71			14998	9329	33253	35883	25319	29511	98525	12085	70863	61278	73248	80082	33759	95719	57391	25963	28570	509	21739	29354	49545	33754	15162	41272	53883	13168	50671	80599	28753	5662	40808	50652	27674	22639	10460	4674	14600	68624	47160	28941	36581	62432	113539	74499	51739	34569	63736	8307	71757	22416	46588
C18-neg	cmp.QI7015	583.3262	9.47			7640	334977	21618		300157	53155	693	16391	11779		487	245	1937	1024		18573	921	107	5		29642	249	131677	1387	32775	6543		164			1207	145	555	180	14	146	0	491	28071				450893	20112	1366	3157	150	280	74152	168588	29021
C18-neg	cmp.QI7016	583.3286	8.99			3757	23250	990	587	4169	55937	45520	9093	16069	1854	25743	3080	3536	3162	7912	5279	16419	9697	4438		11487	2274	4875	118915	22081	3827	2845	1952	279	6479	1132	171	586	12766	21753	7096	7388	4032	13330	2080	3152	4136	16763	17779	14940	26032	5383	4323	7635	13246	12211
C18-neg	cmp.QI7017	583.4922	14.06			75894	28350	23883	3212	32433	8616	21209	59570	23026	74002	48217	107035	19251	47977	41057	11294	50054	30913	5804	58771	78202	92838	17190	107214	33489	75910	43806	25780	34616	37007	6068	55763	13973	13608	17510	21747	13106	15346	70844	141407	75674	134121	56964	69819	45057	128256	21922	152528	6441	135608	68934
C18-neg	cmp.QI7018	584.8111	0.65			25410	12980	20288	5212	26751	24944	7195	22662	25633	26150	190	4531	17844	14364	13470	19182	12619	22616	12916	27502	27721	12774		39032	22657	31295	29418	23064	26024	28630	25123	31537	28358	19825	21699	37221	9651	25941	29308	26065	20749	25411	33515	21824	20166	14449	22015	27579	32127	27737	18707
C18-neg	cmp.QI7019	585.2300	7.37							15058			383031		1059											10728						3343				386	5765	4791				21723	3789	6233	3708	1385	269			4375	1245				451	9326
C18-neg	cmp.QI7020	585.2698	9.85				28212	0	325335	7682	463	40259	1582	78414	6916	24194	39543	4328	179303	118866	222	24	2918	14357		39010		349511	13260	9315	2	4396	5211	8368	1729	11424	9890	19024	10402	7910	3378	6449	8207	42785	1594	14208	2482	6589	28280	16901	10414	21410	404	17537	480	38716
C18-neg	cmp.QI7021	585.2998	10.64			7351	1499	62851	31935	14044	51303	27336	26055	21639	50440	130725	7313	50085	85502	118983	36458	118107	13684	96139	34698	47638	223672	17583	58129	26992	6596	20433	32742	13399	11221	9426	12673	9673	12692	10400	15046	14860	14746	45035	13881	17141	27649	12331	19884	22445	10379	21722	9328	30196	10548	41895
C18-neg	cmp.QI7022	585.4841	14.97			5629634	4164615	3798298	1456858	6659578	1711632	3468625	4440473	3182487	2406829	3064947	4084912	3240272	2243442	3037895	2227474	2993534	2568245	1296814	4443277	5807363	2962142	2825799	7077447	5764418	3215239	3627634	3064523	3054560	4654995	3736018	5377621	4079163	5895137	3468165	2627492	4502705	5036370	4605658	6288334	4812389	3988532	3818659	4088361	3407838	5286232	1609763	6436602	2142493	5178324	4983952
C18-neg	cmp.QI7023	585.4843	15.40			100519	133219	5739	974	320670		53489	17318	8909			2033					5521				142815		27079	238123	187701	59704	58783	19831	52520	108510	48381	191648	52283	260967	230767	55959	54814	121465	133501	340422	152995	226808	216726	193348	30298	211542	10457	203044		138309	102905
C18-neg	cmp.QI7024	585.4864	14.32			169443			3248		2356	4030					6582		15987			10542				17303					103249	25345	36329	3749		843	10442	10088	15303	35313		915	5027	19488	20863	18980	94137	45791	2734	47658	97610	39210	22584	4385		17262
C18-neg	cmp.QI7025	585.4867	14.50			9157		408			616	756	22212		2336	1201	36495	12734		35460	3608	42075		1177	25181	67391	6023		7138	27514	6191	5579	6068	3152	11421	5005	7215	21772	51263	103113	20373	9904	11279	63703	8468	16063	1447	756	21883	6953	31427	1265	10047	2541	21380	69713
C18-neg	cmp.QI7026	585.4898	13.90			128975	225728	91156	15271	227645	42924	39646	294875	28884	130213	161113	116183	110530	76747	189382	71555	261487	43150	131848	103810	169596	288095	44448	358642	155933	122463	53953	55180	60339	80130	121358	156893	113378	249144	283632	255713	131881	81281	167247	118875	150438	108350	106497	134647	166894	425814	48211	232676	20148	163210	187179
C18-neg	cmp.QI7027	585.6931	0.63			198623	197139	219041	235300	203291	160705	116780	231765	329665	106344	160733	117636	162103	176745	137083	128659	152708	252436	45829	71325	200610	229846	251948	126846	241067	232949	191713	152309	189528	138881	148866	182651	210549	181735	232613	188992	149778	118574	213614	247488	177011	154795	212190	162530	160184	156489	186371	15756	157707	267847	178780
C18-neg	cmp.QI7028	586.3249	16.97			49109	53865	41244	38073	58084	5620	20199	38352		62578	7076	2730	49892	22777	39523	32572	8722	48377	17263	77509	44688	26086	13192	31719	17202	39153	32572	33375	46679	62370	61468	68821	61549	54100	40863	62464	63526	58890	45595	54742	48260	36855	44787	43560	59081	50536	59486	52575	63702	39829	44207
C18-neg	cmp.QI7029	587.2126	9.59			53636	25328	41445	65881	61474	40999	46494	66109	44573	50166	39088	48999	44615	32904	53485		21867	46955	49912	34396	48880	51349	51963	55006	54009	50689	43047	32035	26832	53976	26727	47801	38118	48422	52772	44076	37823	16815	59945	67758	58775	60043	59305	38827	60688	58374	59274	27864	55850	53923	44073
C18-neg	cmp.QI7030	587.2126	9.55			35951	17818	19658	37114	44740	24723	25910	37260	43335	38059	19383	28404	25651	16203	30721	319	15509	26864	27224	32374	36227	35243	16396	29149	30061	35779	38240	30337	17970	33897	15109	32298	23452	31200	36051	27431	30515	11470	36514	43969	42784	32760	30453	31666	36782	35542	44072	20221	28710	38651	40083
C18-neg	cmp.QI7031	587.2849	11.39				1744		30186		4448		926		31729	39018	1354	125520		426122	24794	4702	16752	130811	86067	23910	183145		9688	730		14339	635	285	1018	13720	8490	17841	7243	6375	2207	4832	3292	21006		2524	1202	3032	10666	10746	1319	4999	310	5898	386	23781
C18-neg	cmp.QI7032	587.2853	8.00			5705	1423	10978	16989	1871	7592	818	4706	3778	133183	187209	48347	536075	8514	288287	611335	17351	212230	441080	255855	112595	348143	2767	175454	4642	7157	55842	13582	8698	26944	72225	91454	154342	21001	12869	40166	41846	13443	117572	3536	4202		5412	63479	81112	3066	40304	1521	34671	4052	121532
C18-neg	cmp.QI7033	587.2854	7.66			55174	4985	165691	2373	153227	31127	18542	68970	142	5469	28228	130073	33627	13802	69814	79405	137492	7746	260370	2921	98164	12597	10930	28665	108986	58537	99365	133169	149884	139067	125007	126448	146355	206499	341139	108376	117015	152215	105171	179090	163458	58242	131957	196076	116320	237553	154084	113119	242587	81041	101999
C18-neg	cmp.QI7034	587.2855	7.92			20527	7896	9747	19227	6771	24478	6842	15727	10652	88557	125667	37805	350580	29839	243874	427668	40794	31649	344265	211169	76478	287995	6578	34940	12636	12837	53310	17461	14197	22787	66087	87821	114289	28539	16895	37785	32456	14702	79240	6207	3865		4649	62547	61198	7068	33383	7215	22920	12216	80479
C18-neg	cmp.QI7035	587.2855	11.28			5746	914	330	10913		12424	834	18121	686	24782	12247	2403	98458	9364	444985	24772	11171	3199	139637	86669	21766	131734	412	1815	323	16274	15096	5827	2505	1466	8046	7009	13497	1062	3771		2325	264	22026	4201	4023	8812	10135	7432	5944		3340	17464	2960	11500	26740
C18-neg	cmp.QI7036	587.4245	14.11			58351	17224	10843	19927	4603	71043	18627	5483	55322	6602	27040	25838	12343	27762	10155	6403	11250	11499	31058	19709	24823	16978	30062	23163	3990	28694	18543	19186	8379	9167	989		2271	1013	16525			3126	18183	16401	12457	33553	25566	7388	2023	28235	18930	22415	25741	28677	18000
C18-neg	cmp.QI7037	587.5052	14.85			2193594	2680410	2539713	1757850	3116853	1549985	2449748	4420622	3480016	2755721	3186961	2526902	2136389	3087269	2029919	1554489	2325731	3538011	810635	3234274	2537498	3132368	2522460	2936570	2600567	2086792	1895721	1596226	1610533	2319113	1945972	2531806	2333063	3204451	3237321	2736495	2271131	2120045	2655029	2283002	2673297	2654826	2774675	2585820	1757651	3419164	1108750	2323909	1214756	2666217	2495654
C18-neg	cmp.QI7038	587.5053	14.74			121313	50007	2623	5232		27011	9572	42082	222568	13044	76149	53195	8735	100232	5125	1452	64893	34328	27049	32054	36014	30412	54466	42168	6891	106981	58207	32976	16595	15996	601	540	4646	1220	3574	739	612	4346	36211	13271	8931	27245	30608	6300	5497	25584	29440	59076	21410	79308	37045
C18-neg	cmp.QI7039	588.2508	11.77			104190	192553	107904	50836	54421	98914	129292	104484	145668	79632	103738	68636	68645	196875	149619	57430	96542	19559	180989	117478	129878	152609	239672	98059	104690	143069	166253	215601	170188	138111	118174	101095	76021	44289	43040	55379	92452	83144	123809	206817	51390	134384	69649	75819	131330	37009	152115	210919	158478	99032	122303
C18-neg	cmp.QI7040	588.6983	0.62			2301551	2021895	2812836	2791545	2814404	2704700	1970079	2420398	3049677	2155355	2063201	1701032	2773710	2032923	2645123	2011900	2094965	2558606	2356984	2454040	2723021	2076216	2321265	2840251	2831141	2639284	2391685	2579785	2159849	2897709	2373174	2869694	2248494	2757396	3004360	3063648	2988505	3072273	2662038	2720072	2560847	2378763	2496493	2190051	2675554	2659871	3303872	637691	2330663	2846022	2534735
C18-neg	cmp.QI7041	588.8960	0.61			105257	86152	95760	87430	94449	84326	55256	83812	81697	57714	113006	74153	96335	128423	81473	111031	63688	86417	37814	59107	90915	59307	139386	105860	115839	120237	98136	159529	142292	129933	112309	174230	92209	110782	132175	172494	167861	118341	80351	115922	74781	64060	61334	69292	73907	52056	116411	219596	65069	135749	84254
C18-neg	cmp.QI7042	589.1593	10.24			36231										33653			24535	131				2991	340	25777			10302		31349	23318	23100	19041	33359	33148	22851	25127	23367	25761	8868	24608	26380	27710	14638	21427	29186	27851	18966	11374	25100	23823	106	29151	31052	30165
C18-neg	cmp.QI7043	589.1695	6.88			172246	283463	1189	2568	8046	8819	158051		412470	460	123332	54203	382937	179933			39890	59246		400	66511	940	176426	216018	110079	153729	69470	33805	2314	19666	416	1258		191	87738	1479		2800	64947	11036	2586	25496	22294	32436		4948		27547	198	258735	60562
C18-neg	cmp.QI7044	589.2278	10.18				23303	2494	3540	2524	376				49147	5088	376	8740	175	20714	5592	9357		52774	20095	56212	2849		338	27014		31498	46596	1137	5124	17405	49245	55705	41758	15203	48265	40670	70567	58001	2863	4472			44879	30617	1404	57139	3200	4469	22716	52938
C18-neg	cmp.QI7045	589.2278	10.44			10817		19357	21966	15103	23037	15968	7324	13499	18323	17923	22229	23761	7818	12421		4591	14663	22611	29541	22550	12430	21157	11856	20154	11951	12464	21591	13039	5899	11138	11023	11364	8256	6462	14308	7902	17166	23399	10182	13839	16843	10255	22004	20215	13065	21144	8955	18939	11023	20602
C18-neg	cmp.QI7046	589.2281	9.37			60482	3111	109817	93845	48169	81297	83295	54284	63761	110249	82087	101553	107217	100121	110857	51903	57124	74588	84728	112360	104347	66756	120260	95713	73718	59023	66816	94846	72771	27965	38706	41163	49412	43178	41225	68833	51457	79278	118814	36538	60770	74769	58451	110666	103388	37735	112445	46347	80802	51021	110358
C18-neg	cmp.QI7047	589.2431	10.64			1373		17426	6644	3709	12851	6675	5446	2922	16372	48719	1043	16084	27926	42635	10329	38296	3622	34115	11632	12499	84208	4092	19125	6975	311	1280	9723	2870	1678	1492	2755	1307	2773	3893	3880	2875	1673	15994	3687	5272	9548	1259	4011	6945	2922	7075	432	9086	1574	12596
C18-neg	cmp.QI7048	589.2650	8.76													172	0									206251										3495								216686		16790	6053			442873	9127109	78277			10530	215853
C18-neg	cmp.QI7049	589.2998	11.91			18684	15435	5045	82804	3700	114352	18731	30391	10772	34686	54129	56374	80181	60575	76153	30603	55186	21053	92514	28214	58250	102773	7682	16863	38716	9889	56498	24996	15517	3118	18389	21105	31215	13499	20108	1375	15856	8503	60011	6328	3280	1006	6024	9278	10434	3023	11085	5297	9702	4926	54269
C18-neg	cmp.QI7050	589.3008	11.74			13117	20951	176027	161873	2438	141463	18839	4454	14159	729788	904156	201293	2124618	91522	1633794	992180	89582	813009	3152217	682732	411048	3017426	20936	457059	47273	12865	268440	59914	16821	47916	264619	194553	712094	67430	81256	10268	107100	19552	397971	12031	33826	1102	23241	161125	208654	1720	132666	7179	271361	15406	395599
C18-neg	cmp.QI7051	589.3009	6.54			46970	71793	13489	16032	1973	33245	267068	840	40634	10074	132347	94435	51353	171100	52115	15682	428	77115	41322	6439	50867	11008	83769	72703	52531	34110	46637	15526	17934	17180	9095	17352	11242	17869	20317	11685	8423	14490	51365	32279	15773	40553	36935	29643	31230	51344	14615	29067	9045	32233	52587
C18-neg	cmp.QI7052	589.3009	7.53			83250	11142	180220	3335	101797	38964	21075	26851	5664	9757	83821	140472	76085	21397	49428	39189	86147	35809	91072	2207	73267	3785	4755	36671	414927	90425	106887	118677	58699	80678	44473	34769	52793	85578	130716	23183	28405	44952	71350	72425	64338	79094	103388	60034	52147	110118	34642	75577	71197	140708	79340
C18-neg	cmp.QI7053	589.3009	11.43			24814	18954	4708	22812	652	36432	29888	187	15536	223709	98428	30031	872767	210004	682343	305639	74188	19855	1672899	369121	149774	1412913	23264	17327	14440	15074	54013	29296	6941	3997	40564	53193	90028	19652	17165	1109	13546	3259	145681	3945	5134	1307	8403	51784	27265	1710	22333	6512	20360	22880	145840
C18-neg	cmp.QI7054	589.3010	8.78			6443	27904	117690	56213	1835	7057	46919	772	8950	818965	474392	117670	3553958	42875	4803328	571759	31653	339644	4597356	1881741	547040	4121934	17717	239542	39211	7514	257238	81091	5925	39893	703509	431684	1184923	116153	43667	15299	46168	28053	617838	9162	28125	4858	20609	349019	154760	357	123667	7723	182372	4715	613607
C18-neg	cmp.QI7055	589.3010	11.23			106133	60554	19301	190619	37883	202871	91631	71963	69616	60783	110256	56111	53310	148838	132313	19124	224059	45220	62425	3328	96328	36405	37375	46809	92229	67725	106074	46856	50105	22978	32070	30509	42385	35273	48858	9453	32505	27798	98254	24658	26540	25783	46328	41217	51155	25968	36256	40872	50468	58927	95072
C18-neg	cmp.QI7056	589.3010	11.64			1186	17319	26033	113378	888	8938	7544		7913	449588	426009	73611	2447620	59422	1838875	891219	51137	91494	2820174	1150959	366292	4553364	31322	89598	14601	66	270607	89076	3409	31000	377393	342041	568453	144580	77278	42115	85713	32726	377671	11896	49160		27367	304531	175700	2237	125008	619	92329	5545	351939
C18-neg	cmp.QI7057	589.3011	8.02			8160	10435	16581	42480	2718	29621	9081	4999	16727	109161	866950	91260	150655	72403	30209	175901	41871	449435	69758		92003	6998	26079	508335	7661	7386	113575	25946	10112	65276	72826	78936	143916	14612	17472	41657	66695	23639	92835	8858	24773	828	14999	61062	171739	7004	70763	3388	59514	13562	98154
C18-neg	cmp.QI7058	589.3011	8.64			12143	56763	203534	143995	17590	22136	56505	2361	36612	1504608	911823	309580	6420701	111651	4607433	1103970	69418	597522	3930231	3262730	783544	3303276	43209	412493	87122	13741	437098	123603	22807	66794	776272	454410	1372901	203415	108154	30678	62504	64124	780541	34841	72035	18299	38636	485548	235147	15766	182420	42956	319951	17849	778436
C18-neg	cmp.QI7059	589.3011	7.88			26652	15484	24326	8053	904	28949	23265	741	16642	97953	144990	43799	114930	304186	151338	74422	44455	28442	258261	78162	63436	352803	49344	26368	3246	23943	44047	26289	10349	17664	58844	54051	131731	22864	15254	11560	16996	7824	55979	9452	2800		3561	51837	52164	8236	33609	11625	22095	39593	63660
